StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,EventName,QID16,QID20,QID19,Location
2024 08 05 15:00:00+02:00,2024 08 05 15:30:00+02:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000F11D34EBEAE3DA01000000000000000010000000207120395ED69145813C808E16710E15,,,,,,,,,,Sailor videocall with Yaw,,,   ________________________________________________________________________________ Microsoft Teams Need help?<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Faka.ms%2FJoinTeamsMeeting%3Fomkt%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7C8bd64304bd404715434208dcb202129b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638580969194016108%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=V%2B0VipeZHWEwWU%2F0TRbszqZr8TvHElXLqWoVz5n1Uh0%3D&reserved=0> Join the meeting now<https://nam02.safelinks.protection.outlook.com/ap/t 59584e83/?url=https:%2F%2Fteams.microsoft.com%2Fl%2Fmeetup join%2F19%253ameeting_ZTdhZmU0MGItNGI5NS00Nzk0LTgzYzktZDI4NmU2MGMzYWI1%2540thread.v2%2F0%3Fcontext%3D%257b%2522Tid%2522%253a%252292fb83fa acc4 4429 aa8d 1df67c7ac7c7%2522%252c%2522Oid%2522%253a%2522d0699cfe f2aa 4644 b8bd 9f21cbb3a101%2522%257d&data=05%7C02%7Cjsusher%40umkc.edu%7C8bd64304bd404715434208dcb202129b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638580969194027519%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=AzfdimpyT17jDPEHcR5vsJun3HnRmRFPDSXSoUDPhdM%3D&reserved=0> Meeting ID: 377 410 766 76 Passcode: zpLNDR ________________________________ For organizers: Meeting options<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fteams.microsoft.com%2FmeetingOptions%2F%3ForganizerId%3Dd0699cfe f2aa 4644 b8bd 9f21cbb3a101%26tenantId%3D92fb83fa acc4 4429 aa8d 1df67c7ac7c7%26threadId%3D19_meeting_ZTdhZmU0MGItNGI5NS00Nzk0LTgzYzktZDI4NmU2MGMzYWI1%40thread.v2%26messageId%3D0%26language%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7C8bd64304bd404715434208dcb202129b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638580969194035636%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=W4iwoB0RVf3NaAPTaDWnx9go8PqA2ZP3Y4p9p2%2FJB%2Fs%3D&reserved=0> ________________________________________________________________________________ Yaw VR Virtual Reality Motion Simulator yawvr.com<https://nam02.safelinks.protection.outlook.com/?url=http:%2F%2Fyawvr.com%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C8bd64304bd404715434208dcb202129b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638580969194043440%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=zctVHxmcmWgq7Tjh0PjXg8fXAHN65jE0Q3BPpsd%2BEC0%3D&reserved=0>  ,Microsoft Teams Meeting
2024 08 09 15:00:00+02:00,2024 08 09 15:30:00+02:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000002EE7DB4B5BE9DA01000000000000000010000000F18B195C3D2E1A43A1430A6B544A2342,,,,,,,,,,Sailor meeting with Yaw,,,   ________________________________________________________________________________ Microsoft Teams Need help?<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Faka.ms%2FJoinTeamsMeeting%3Fomkt%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7C0c30b364eedd4780fbd208dcb772761b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638586949472565257%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=oTpv%2B0FvfhBtl89VR%2ByLoOg1ulZiFfE3tx%2FKKWtvH18%3D&reserved=0> Join the meeting now<https://nam02.safelinks.protection.outlook.com/ap/t 59584e83/?url=https:%2F%2Fteams.microsoft.com%2Fl%2Fmeetup join%2F19%253ameeting_YTcyNjFjOWMtYWY2MC00ZDJkLTk5MzgtZmM3MjI5MDgwNjA0%2540thread.v2%2F0%3Fcontext%3D%257b%2522Tid%2522%253a%252292fb83fa acc4 4429 aa8d 1df67c7ac7c7%2522%252c%2522Oid%2522%253a%2522d0699cfe f2aa 4644 b8bd 9f21cbb3a101%2522%257d&data=05%7C02%7Cjsusher%40umkc.edu%7C0c30b364eedd4780fbd208dcb772761b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638586949472577588%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=1Sfj6Uqm6gv7fttu1TlMV28DpF8y2IxX9kljBMuPb9c%3D&reserved=0> Meeting ID: 368 194 084 21 Passcode: aZDL3p ________________________________ For organizers: Meeting options<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fteams.microsoft.com%2FmeetingOptions%2F%3ForganizerId%3Dd0699cfe f2aa 4644 b8bd 9f21cbb3a101%26tenantId%3D92fb83fa acc4 4429 aa8d 1df67c7ac7c7%26threadId%3D19_meeting_YTcyNjFjOWMtYWY2MC00ZDJkLTk5MzgtZmM3MjI5MDgwNjA0%40thread.v2%26messageId%3D0%26language%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7C0c30b364eedd4780fbd208dcb772761b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638586949472585866%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=MvxXIJ%2FBv5ZuxyrGOmkkYOJePh70iN6ai%2FY7enuT7%2BM%3D&reserved=0> ________________________________________________________________________________ Yaw VR Virtual Reality Motion Simulator yawvr.com<https://nam02.safelinks.protection.outlook.com/?url=http:%2F%2Fyawvr.com%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C0c30b364eedd4780fbd208dcb772761b%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638586949472593541%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=7FaqRV7Bf96gbiRGa8AT1vaIPWp8FLEibqNOmcXIoMk%3D&reserved=0>  ,Microsoft Teams Meeting
2024 08 16 09:30:00 05:00,2024 08 16 12:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E0080000000030DF164A15E4DA0100000000000000001000000028561D6733A1C848B6161B4FE06FC81B,,,,,,,,,,IISMA SSE Orientation,,,       Original Appointment      From: Ding  Huan <dingh@umkc.edu> Sent: Thursday  August 1  2024 1:18 PM To: Ding  Huan; Ding  Huan; Davis  Christina S.; Hao  Tian(Sky); Nan  Ailing (UMKC Student) Subject: IISMA SSE Orientation When: Friday  August 16  2024 9:30 AM 12:00 PM (UTC 06:00) Central Time (US & Canada). Where: VR Lab Pending  Dear all  We plan to host the IISMA orientation in the VR Lab from 9:30 AM to 12:00 PM on August 16  2024. I am holding your calendar now. Tian will send you all the agenda before the event. Thank you. Best  Huan ,VR Lab Pending
2024 08 20 11:30:00 05:00,2024 08 20 13:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000D0B358A208DDDA010000000000000000100000003CD9FBF7EDCAB64A881DE1DB519B166D,,,,,,,,,,Campus Tour,,,Thanks for signing up for a tour! We will meet at the lower level of the student union by the theater. We might meet outside if the weather is nice. I will be there about 11:25.  See you then! Sarah  ,Student Union   Lower level near theater (Might be outside if weather is nice)
2024 08 26 13:00:00 05:00,2024 08 26 14:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000000014E48C8BF4DA0100000000000000001000000054068E8649C9A74099EC4B2D93A77C81,,,,,,,,,,CTS/projector p206,,, ,Plaster 206
2024 08 26 16:00:00 05:00,2024 08 26 16:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000009AD1A01EF0F7DA01000000000000000010000000D66C81BFAEBD8647A093B3BAD9AC7CFC,,,,,,,,,,Meta Grant Proposal,,,Ye Wang is inviting you to a scheduled Zoom meeting.  Topic: Ye Wang's Personal Meeting Room  Join Zoom Meeting https://umsystem.zoom.us/j/2914046757  Meeting ID: 291 404 6757 One tap mobile +13126266799  2914046757# US (Chicago) +16468769923  2914046757# US (New York)  Dial by your location         +1 312 626 6799 US (Chicago)         +1 646 876 9923 US (New York)         +1 646 931 3860 US         +1 301 715 8592 US (Washington DC)         +1 305 224 1968 US         +1 309 205 3325 US         +1 360 209 5623 US         +1 386 347 5053 US         +1 408 638 0968 US (San Jose)         +1 507 473 4847 US         +1 564 217 2000 US         +1 669 444 9171 US         +1 669 900 6833 US (San Jose)         +1 689 278 1000 US         +1 719 359 4580 US         +1 253 205 0468 US         +1 253 215 8782 US (Tacoma)         +1 346 248 7799 US (Houston) Meeting ID: 291 404 6757 Find your local number: https://umsystem.zoom.us/u/abIO0lgkf  Join by SIP 2914046757@zoomcrc.com<mailto:2914046757@zoomcrc.com>  Join by H.323 162.255.37.11 (US West) 162.255.36.11 (US East) 221.122.88.195 (Mainland China) 115.114.131.7 (India Mumbai) 115.114.115.7 (India Hyderabad) 213.19.144.110 (Amsterdam Netherlands) 213.244.140.110 (Germany) 103.122.166.55 (Australia Sydney) 103.122.167.55 (Australia Melbourne) 209.9.211.110 (Hong Kong SAR) 64.211.144.160 (Brazil) 159.124.168.213 (Canada Toronto) 65.39.152.160 (Canada Vancouver) 207.226.132.110 (Japan Tokyo) 149.137.24.110 (Japan Osaka) Meeting ID: 291 404 6757  ,
2024 09 05 14:00:00 05:00,2024 09 05 14:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000004487C2B2F7FEDA0100000000000000001000000044025C5B5E215B41A1BCBC643586F39D,,,,,,,,,,Sandbox visit,,, ,Plaster
2024 09 09 12:30:00 05:00,2024 09 09 13:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000202465D04E00DB010000000000000000100000006059AF309FA23942862CE2744DEB9540,,,,,,,,,,ARVR Discussion with NKC,,, Topic: ARVR Discussion Time: Sep 9  2024 12:30 PM Central Time (US and Canada)  Join Zoom Meeting https://us04web.zoom.us/j/71935069533?pwd=djmLbuP3sGCedQXMurt3raqxwnKxVk.1  Meeting ID: 719 3506 9533 Passcode: CFmqG2  ,Zoom
2024 09 13 13:00:00 05:00,2024 09 13 13:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000405E22A7C202DB010000000000000000100000007B10E21AE0C8834BA427419BA9181412,,,,,,,,,,JSPS workshop   Innovation studio tour,,,Pls mark your calendar. Thanks.   zc ,AR/VR Center at Plaster Center
2024 09 20 12:30:00 05:00,2024 09 20 13:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E0080000000050762AD56D03DB01000000000000000010000000C3D6E357DB9CC840A9C679A24FFCCBAB,,,,,,,,,,ARVR Visit with NKC Employees,,,Employees of the NKC High School Alternative Program visiting to test ARVR equipment and gain insight on what would work for their new VR space (Approximately 2 5 people)  Contact: Rene Cooper (Rene.Cooper@nkcschools.org<mailto:Rene.Cooper@nkcschools.org>) and Chris Homiak (chris.homiak@nkcschools.org<mailto:chris.homiak@nkcschools.org>) ,Plaster Center
2024 09 23 15:00:00 05:00,2024 09 23 15:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000307686C7A30DDB01000000000000000010000000E28DD9278D0425458A319DD30D1B90AB,,,,,,,,,,Civic Engagement Project Question,,,  _____________________________________________ From: Usher  Joseph <jsusher@umkc.edu<mailto:jsusher@umkc.edu>> Sent: Monday  September 23  2024 9:46 AM To: Hare  Brian <hareb@umkc.edu<mailto:hareb@umkc.edu>> Subject: Civic Engagement Project Question  Hello Professor Hare   Could I schedule a meeting with you? I'd like to go over how best to help the students get as much as they can from their civic engagement projects.  Best Regards  J. Sailor Usher (He/Him)  AVR Coordinator School of Science and Engineering P204A  801 E 51st St  Kansas City  MO 64110  Phone: 816 235 2223  LinkedIn<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fwww.linkedin.com%2Fin%2Fsailorusher%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C6f0c50808dc74ed3f9a008dcdbe4e812%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638627023428862366%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=kwD1kvR5JRstBLlYoSiG5IqSeQKjrZwO%2FVqhqokzTUQ%3D&reserved=0>  [UMKC Logo]<http://www.umkc.edu/>  [https://st2.zoom.us/static/6.3.25870/image/new/ZoomLogo_110_25.png]<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fzoom.us%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C6f0c50808dc74ed3f9a008dcdbe4e812%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638627023428882428%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=Yz51HNm%2Fma8x8lXifbZAGfij3SA63YZKNW%2FGzRWNjIk%3D&reserved=0> Hello  Brian Hare is inviting you to a scheduled Zoom meeting. Join Zoom Meeting<https://umsystem.zoom.us/j/93395601236?pwd=3bSlQ765ECdrg2AHVYC9pGZJa00fid.1&from=addon> Phone one tap: US: +16468769923  93395601236#<tel:+16468769923  93395601236> or +16469313860  93395601236#<tel:+16469313860  93395601236> Meeting URL: https://umsystem.zoom.us/j/93395601236?pwd=3bSlQ765ECdrg2AHVYC9pGZJa00fid.1&from=addon Meeting ID: 933 9560 1236 Passcode: 453207 Join by Telephone For higher quality  dial a number based on your current location. Dial:  US: +1 646 876 9923 or +1 646 931 3860 or +1 301 715 8592 or +1 305 224 1968 or +1 309 205 3325 or +1 312 626 6799 or +1 386 347 5053 or +1 408 638 0968 or +1 507 473 4847 or +1 564 217 2000 or +1 669 444 9171 or +1 669 900 6833 or +1 689 278 1000 or +1 719 359 4580 or +1 253 205 0468 or +1 253 215 8782 or +1 346 248 7799 or +1 360 209 5623 Meeting ID: 933 9560 1236 Join from an H.323/SIP room system H.323: 162.255.37.11 (US West) 162.255.36.11 (US East) 221.122.88.195 (Mainland China) 115.114.131.7 (India Mumbai) 115.114.115.7 (India Hyderabad) 213.19.144.110 (Amsterdam Netherlands) 213.244.140.110 (Germany) 103.122.166.55 (Australia Sydney) 103.122.167.55 (Australia Melbourne) 209.9.211.110 (Hong Kong SAR) 64.211.144.160 (Brazil) 159.124.168.213 (Canada Toronto) 65.39.152.160 (Canada Vancouver) 207.226.132.110 (Japan Tokyo) 149.137.24.110 (Japan Osaka) Meeting ID: 933 9560 1236 Passcode: 453207 SIP: 93395601236@zoomcrc.com<mailto:93395601236@zoomcrc.com> Passcode: 453207  ,https://umsystem.zoom.us/j/93395601236?pwd=3bSlQ765ECdrg2AHVYC9pGZJa00fid.1&from=addon
2024 09 24 08:00:00 05:00,2024 09 24 09:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000CC738A17E6CEDA01000000000000000010000000F8528530C2F18F418249DAA3ED3E9917,,,,,,,,,,Dr. Jacobs,,, ,
2024 09 27 12:00:00 05:00,2024 09 27 12:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E0080000000053A323A4620FDB0100000000000000001000000055F087433C3C51429936D09834042D6B,,,,,,,,,,Sports Media Meeting,,,Zoom: https://us02web.zoom.us/j/82090075647  ,
2024 10 02 10:00:00 05:00,2024 10 02 10:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000F0B3EBA1EC13DB01000000000000000010000000A513699E07E06F488033F18C78A0FEA0,,,,,,,,,,Civic Engagement Project,,,  _____________________________________________ From: Usher  Joseph <jsusher@umkc.edu<mailto:jsusher@umkc.edu>> Sent: Tuesday  October 1  2024 9:27 AM To: Hare  Brian <hareb@umkc.edu<mailto:hareb@umkc.edu>> Subject: Re: Civic Engagement Project  That would be great. My schedule is totally free today 10/1 and tomorrow.  Best regards  J. Sailor Usher (He/Him)  AVR Coordinator School of Science and Engineering P204A  801 E 51st St  Kansas City  MO 64110  Phone: 816 235 2223  LinkedIn<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fwww.linkedin.com%2Fin%2Fsailorusher%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C4902fc225ff04f4b867908dce22dc5f1%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638633933487538017%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=2ZsExVhMWXkGkGx8g%2F9UeIk6OmzcqndkYZD0QcbVRPE%3D&reserved=0>  [UMKC Logo]<http://www.umkc.edu/>  ________________________________ From: Hare  Brian <hareb@umkc.edu<mailto:hareb@umkc.edu>> Sent: Monday  September 30  2024 8:35 PM To: Usher  Joseph <jsusher@umkc.edu<mailto:jsusher@umkc.edu>> Subject: Re: Civic Engagement Project  Not a problem  stuff comes up. Do you want to reschedule?  ________________________________ From: Usher  Joseph <jsusher@umkc.edu<mailto:jsusher@umkc.edu>> Sent: Friday  September 27  2024 10:47 AM To: Hare  Brian <hareb@umkc.edu<mailto:hareb@umkc.edu>> Subject: Civic Engagement Project  Hello Professor Hare   Apologies for missing our meeting the other day. You have my appreciation for taking the time to meet.  Best Regards  J. Sailor Usher (He/Him)  AVR Coordinator School of Science and Engineering P204A  801 E 51st St  Kansas City  MO 64110  Phone: 816 235 2223  LinkedIn<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fwww.linkedin.com%2Fin%2Fsailorusher%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C4902fc225ff04f4b867908dce22dc5f1%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638633933487561079%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=N9VJOdeGRDqmjl5KqWw6IFsHSPRY4ZL2XaXut5GDQrI%3D&reserved=0>  [UMKC Logo]<http://www.umkc.edu/>  [https://st2.zoom.us/static/6.3.26166/image/new/ZoomLogo_110_25.png]<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fzoom.us%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C4902fc225ff04f4b867908dce22dc5f1%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638633933487580817%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=D1KRVbLqb12%2BQ51yYrqIZuluh4hYWMDdYbmYGaTkgCQ%3D&reserved=0> Hello  Brian Hare is inviting you to a scheduled Zoom meeting. Join Zoom Meeting<https://umsystem.zoom.us/j/95010697731?pwd=yX3ahz3zXbLrWVc51yWkFGEVMifp32.1&from=addon> Phone one tap: US: +13126266799  95010697731#<tel:+13126266799  95010697731> or +16468769923  95010697731#<tel:+16468769923  95010697731> Meeting URL: https://umsystem.zoom.us/j/95010697731?pwd=yX3ahz3zXbLrWVc51yWkFGEVMifp32.1&from=addon Meeting ID: 950 1069 7731 Passcode: 538589 Join by Telephone For higher quality  dial a number based on your current location. Dial:  US: +1 312 626 6799 or +1 646 876 9923 or +1 646 931 3860 or +1 301 715 8592 or +1 305 224 1968 or +1 309 205 3325 or +1 669 900 6833 or +1 689 278 1000 or +1 719 359 4580 or +1 253 205 0468 or +1 253 215 8782 or +1 346 248 7799 or +1 360 209 5623 or +1 386 347 5053 or +1 408 638 0968 or +1 507 473 4847 or +1 564 217 2000 or +1 669 444 9171 Meeting ID: 950 1069 7731 Join from an H.323/SIP room system H.323: 162.255.37.11 (US West) 162.255.36.11 (US East) 221.122.88.195 (Mainland China) 115.114.131.7 (India Mumbai) 115.114.115.7 (India Hyderabad) 213.19.144.110 (Amsterdam Netherlands) 213.244.140.110 (Germany) 103.122.166.55 (Australia Sydney) 103.122.167.55 (Australia Melbourne) 209.9.211.110 (Hong Kong SAR) 64.211.144.160 (Brazil) 159.124.168.213 (Canada Toronto) 65.39.152.160 (Canada Vancouver) 207.226.132.110 (Japan Tokyo) 149.137.24.110 (Japan Osaka) Meeting ID: 950 1069 7731 Passcode: 538589 SIP: 95010697731@zoomcrc.com<mailto:95010697731@zoomcrc.com> Passcode: 538589  ,https://umsystem.zoom.us/j/95010697731?pwd=yX3ahz3zXbLrWVc51yWkFGEVMifp32.1&from=addon
2024 10 15 15:00:00 05:00,2024 10 15 15:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000C0DD9BD7721ADB01000000000000000010000000A743BC74C513334CAD587D86442C27C0,,,,,,,,,,Follow Up on E Sports Consoles,,, ,Dean's Office
2024 10 18 13:00:00 05:00,2024 10 18 15:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E0080000000050C1E9D029D8DA010000000000000000100000008782A4F5669C6E48B54DB6558980DD6C,,,,,,,,,,Regnier Innovators Club @ Plaster Center,,, ,Plaster Center P104
2024 10 25 17:00:00 05:00,2024 10 25 18:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E0080000000070D008F6091BDB0100000000000000001000000067778523601C634A868B9E27FA8CDE53,,,,,,,,,,Dr. Donald R. Smith Fabrication Lab Unveiling,,, ,Plaster: Dr. Donald R. Smith Student Fabrication Lab
2024 11 06 16:30:00 06:00,2024 11 06 17:15:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000502EA48BEB1FDB01000000000000000010000000B202A1F417F6064A92ECA363A92FE510,,,,,,,,,,Dinner for those working Science and Math Open House,,,We will be serving dinner (pizza  salad and beverages) in both Flarsheim 531 and Spencer Hall 518 before the Science and Math Open House. Please RSVP if you plan to eat so we have an accurate count. It does not matter which space you choose to eat in  we will have food in both.  If you will be having a student work at this with you  you may forward this invitation onto them if they aren’t already on here. Please only include those who will be working at this event. ,See note
